bioguide_id,full_name,communication_count,attack_personal,outcome_bipartisanship,attack_personal_pct,outcome_bipartisanship_pct,attack_personal_norm,outcome_bipartisanship_norm,attack_personal_pct_norm,outcome_bipartisanship_pct_norm
L000585,Darin LaHood,289.0,2.0,44.0,0.6920415224913495,15.22491349480969,31.1800069324024,86.40634665385194,22.224416918950922,97.71837715792358
L000590,Susie Lee,268.0,5.0,69.0,1.8656716417910446,25.74626865671642,35.204408592945136,99.03440276340169,31.979764123645754,99.99970220552109
L000593,Mike Levin,323.0,10.0,40.0,3.0959752321981426,12.38390092879257,42.27370068126419,81.60058933970689,43.739308937317524,90.58863881597952
L000595,Julia Letlow,102.0,1.0,3.0,0.9803921568627451,2.941176470588235,29.88410532808442,17.464170428385355,24.45251365471987,17.00306555382085
L000596,Anna Luna,,15.27,21.86,3.72,6.91,50.0,50.0,50.0,50.0
L000597,Laurel Lee,259.0,2.0,12.0,0.7722007722007722,4.633204633204633,31.1800069324024,31.23040338222601,22.83191511949462,29.208406251174786
L000598,Nick LaLota,,15.27,21.86,3.72,6.91,50.0,50.0,50.0,50.0
L000599,Michael Lawler,497.0,14.0,65.0,2.8169014084507045,13.078470824949697,48.12695827714766,98.38606796218741,40.98016638374546,93.0936951055931
L000600,Nicholas Langworthy,253.0,3.0,32.0,1.185770750988142,12.648221343873518,32.499640115792296,69.25972385186901,26.110031622534823,91.61112089532767
L000601,Greg Landsman,471.0,11.0,59.0,2.335456475583864,12.526539278131635,43.72622037741582,96.73483541342436,36.330736992780324,91.15127979022775
L000602,Summer Lee,120.0,7.0,0.0,5.833333333333333,0.0,37.98620191116468,13.89910528004159,70.32150773952877,4.835093020139322
L000603,Morgan Luttrell,190.0,1.0,9.0,0.5263157894736842,4.736842105263158,29.88410532808442,26.16673879380551,20.998136402759528,30.069811216994356
L000606,George Latimer,,15.27,21.86,3.72,6.91,50.0,50.0,50.0,50.0
L000607,Sam Liccardo,,15.27,21.86,3.72,6.91,50.0,50.0,50.0,50.0
M000133,Edward Markey,791.0,100.0,25.0,12.64222503160556,3.16055625790139,99.91363428209277,56.191698732131215,98.787317208061,18.371213341747154
M000194,Nancy Mace,1874.0,177.0,16.0,9.445037353255069,0.8537886872998933,99.9999998892087,38.55949306930117,92.58716332326551,7.272118897275299
M000312,James McGovern,883.0,104.0,33.0,11.778029445073612,3.737259343148358,99.9483598207181,70.98181682257824,97.90673138032875,22.282771435695658
M000317,Nicole Malliotakis,229.0,3.0,18.0,1.3100436681222707,7.860262008733625,32.499640115792296,42.40421558190651,27.140314566693206,59.034338085926095
M000355,Mitch McConnell,194.0,4.0,13.0,2.0618556701030926,6.701030927835052,33.84160303869421,33.00763924499962,33.77091769122604,47.996837717742395
M000687,Kweisi Mfume,287.0,2.0,15.0,0.6968641114982579,5.2264808362369335,31.1800069324024,36.676009636889034,22.26070284104338,34.285192248123344
M000871,Tracey Mann,374.0,1.0,14.0,0.267379679144385,3.7433155080213902,29.88410532808442,34.82407507109054,19.163860907991932,22.326217022434136
M000934,Jerry Moran,492.0,1.0,78.0,0.20325203252032523,15.853658536585366,29.88410532808442,99.73327141208242,18.725217639411536,98.42191459541115
M001111,Patty Murray,994.0,195.0,49.0,19.61770623742455,4.929577464788732,99.99999999850253,91.09934994785394,99.99702231542757,31.701470889402483
M001136,Lisa McClain,458.0,15.0,15.0,3.2751091703056767,3.2751091703056767,49.601654490376006,36.676009636889034,45.52744679147664,19.112126105017097
M001137,Gregory Meeks,86.0,6.0,4.0,6.976744186046512,4.651162790697675,36.586489164124316,18.771384182753586,79.45782471575666,29.356844234498432
M001143,Betty McCollum,340.0,20.0,27.0,5.88235294117647,7.941176470588235,56.94311238473351,60.06719892411739,70.74837769278884,59.78859699937864
M001153,Lisa Murkowski,263.0,3.0,16.0,1.1406844106463878,6.083650190114068,32.499640115792296,38.55949306930117,25.74127675778368,42.127148407175156
M001157,Michael McCaul,252.0,10.0,13.0,3.968253968253968,5.158730158730158,42.27370068126419,33.00763924499962,52.49934773928439,33.688545389342714
M001160,Gwen Moore,416.0,38.0,28.0,9.134615384615383,6.730769230769231,79.97157944333844,61.970825084634875,91.42386021989888,48.28171594487799
M001163,Doris Matsui,117.0,5.0,9.0,4.273504273504273,7.6923076923076925,35.204408592945136,26.16673879380551,55.558064523233995,57.458312740859604
M001169,Christopher Murphy,322.0,52.0,11.0,16.149068322981368,3.4161490683229814,91.28249408833591,29.495798096473848,99.91513702676914,20.049119721210936
M001176,Jeff Merkley,970.0,102.0,70.0,10.515463917525773,7.216494845360824,99.93304608335158,99.15547313729654,95.69213802194864,52.936615877641636
M001177,Tom McClintock,183.0,7.0,5.0,3.825136612021858,2.73224043715847,37.98620191116468,20.137370370957736,51.05905335182205,15.76244555009183
M001184,Thomas Massie,357.0,20.0,3.0,5.602240896358544,0.8403361344537815,56.94311238473351,17.464170428385355,68.27181801960046,7.227514842440308
M001188,Grace Meng,147.0,0.0,11.0,0.0,7.482993197278912,28.613247652723473,29.495798096473848,17.376426176168696,55.477655314507636
M001190,Markwayne Mullin,879.0,33.0,36.0,3.754266211604096,4.09556313993174,74.39898923783343,75.85783944645921,50.34520378800015,24.934660580217127
M001194,John Moolenaar,97.0,2.0,11.0,2.0618556701030926,11.34020618556701,31.1800069324024,29.495798096473848,33.77091769122604,85.65514932013298
M001196,Seth Moulton,96.0,2.0,13.0,2.083333333333333,13.541666666666666,31.1800069324024,33.00763924499962,33.969353826131496,94.45488506275885
M001198,Roger Marshall,369.0,2.0,42.0,0.5420054200542005,11.38211382113821,31.1800069324024,84.12246315440368,21.1124989170617,85.8818760643056
M001199,Brian Mast,246.0,4.0,5.0,1.6260162601626018,2.0325203252032518,33.84160303869421,20.137370370957736,29.847772796198335,12.050398910545546
M001204,Daniel Meuser,295.0,2.0,12.0,0.6779661016949152,4.067796610169491,31.1800069324024,31.23040338222601,22.118704444827035,24.72332963938938
M001205,Carol Miller,309.0,1.0,40.0,0.3236245954692557,12.944983818770226,29.88410532808442,81.60058933970689,19.553720128248514,92.65706969372982
M001206,Joseph Morelle,343.0,8.0,30.0,2.3323615160349855,8.746355685131196,39.401834534579116,65.68826921046826,36.30141011582341,67.05497351467248
M001208,Lucy McBath,165.0,1.0,2.0,0.6060606060606061,1.2121212121212122,29.88410532808442,16.216277000614294,21.58317222258858,8.539303237286472
M001210,Gregory Murphy,445.0,18.0,24.0,4.044943820224719,5.393258426966292,54.0209504010364,54.228954263620565,53.26991158600792,35.77045073373195
M001211,Mary Miller,91.0,5.0,5.0,5.4945054945054945,5.4945054945054945,35.204408592945136,20.137370370957736,67.2962173505391,36.682920060936446
M001212,Barry Moore,142.0,3.0,2.0,2.112676056338028,1.4084507042253522,32.499640115792296,16.216277000614294,34.24117553280147,9.30028827024908
M001213,Blake Moore,488.0,0.0,37.0,0.0,7.581967213114754,28.613247652723473,77.37834188396742,17.376426176168696,56.416223591231606
M001214,Frank Mrvan,79.0,0.0,4.0,0.0,5.063291139240507,28.613247652723473,18.771384182753586,17.376426176168696,32.8550067763369
M001215,Mariannette Miller-Meeks,283.0,0.0,16.0,0.0,5.6537102473498235,28.613247652723473,38.55949306930117,17.376426176168696,38.13288028793742
M001216,Cory Mills,391.0,2.0,11.0,0.5115089514066496,2.813299232736573,31.1800069324024,29.495798096473848,20.89054322362511,16.236513045371748
M001217,Jared Moskowitz,125.0,0.0,27.0,0.0,21.6,28.613247652723473,60.06719892411739,17.376426176168696,99.97931996837977
M001218,Richard McCormick,,15.27,21.86,3.72,6.91,50.0,50.0,50.0,50.0
M001219,James Moylan,,15.27,21.86,3.72,6.91,50.0,50.0,50.0,50.0
M001220,Morgan McGarvey,418.0,12.0,17.0,2.8708133971291865,4.0669856459330145,45.187246666463295,40.47035170337271,41.51015620059314,24.71717182119873
M001222,Max Miller,97.0,1.0,9.0,1.0309278350515463,9.278350515463918,29.88410532808442,26.16673879380551,24.85503576730842,71.54288148769255
M001223,Seth Magaziner,235.0,21.0,21.0,8.936170212765958,8.936170212765958,58.39107061769976,48.29783509252229,90.61166660979926,68.68921462827686
M001224,Nathaniel Moran,481.0,1.0,19.0,0.2079002079002079,3.9501039501039505,29.88410532808442,44.356548298261735,18.75680165955674,23.838305227385582
M001225,Kevin Mullin,137.0,1.0,9.0,0.7299270072992701,6.569343065693431,29.88410532808442,26.16673879380551,22.51038099326874,46.73676156907121
M001226,Robert Menendez,214.0,4.0,9.0,1.8691588785046727,4.205607476635514,33.84160303869421,26.16673879380551,32.01125404079117,25.781563717377313
M001227,Jennifer McClellan,377.0,12.0,19.0,3.183023872679045,5.039787798408488,45.187246666463295,44.356548298261735,44.606874001726446,32.65101750569418
M001228,Celeste Maloy,182.0,2.0,11.0,1.098901098901099,6.043956043956044,31.1800069324024,29.495798096473848,25.401968701682797,41.75427897857676
M001229,LaMonica McIver,,15.27,21.86,3.72,6.91,50.0,50.0,50.0,50.0
M001230,Ryan Mackenzie,,15.27,21.86,3.72,6.91,50.0,50.0,50.0,50.0
M001231,John Mannion,,15.27,21.86,3.72,6.91,50.0,50.0,50.0,50.0
M001232,April McClain Delaney,,15.27,21.86,3.72,6.91,50.0,50.0,50.0,50.0
M001233,Mark Messmer,,15.27,21.86,3.72,6.91,50.0,50.0,50.0,50.0
M001234,Kelly Morrison,,15.27,21.86,3.72,6.91,50.0,50.0,50.0,50.0
M001235,Riley Moore,,15.27,21.86,3.72,6.91,50.0,50.0,50.0,50.0
M001236,Tim Moore,,15.27,21.86,3.72,6.91,50.0,50.0,50.0,50.0
M001237,Kristen McDonald Rivet,,15.27,21.86,3.72,6.91,50.0,50.0,50.0,50.0
M001238,Sarah McBride,,15.27,21.86,3.72,6.91,50.0,50.0,50.0,50.0
M001239,John McGuire,,15.27,21.86,3.72,6.91,50.0,50.0,50.0,50.0
M001240,Addison McDowell,,15.27,21.86,3.72,6.91,50.0,50.0,50.0,50.0
M001241,Dave Min,,15.27,21.86,3.72,6.91,50.0,50.0,50.0,50.0
M001242,Bernie Moreno,,15.27,21.86,3.72,6.91,50.0,50.0,50.0,50.0
M001243,David McCormick,,15.27,21.86,3.72,6.91,50.0,50.0,50.0,50.0
M001244,Ashley Moody,,15.27,21.86,3.72,6.91,50.0,50.0,50.0,50.0
N000002,Jerrold Nadler,298.0,16.0,24.0,5.369127516778524,8.053691275167784,51.076895311127515,54.228954263620565,66.14582883431514,60.831337256941666
N000015,Richard Neal,93.0,0.0,2.0,0.0,2.1505376344086025,28.613247652723473,16.216277000614294,17.376426176168696,12.629076658348781
N000026,Troy Nehls,378.0,8.0,25.0,2.1164021164021163,6.613756613756613,39.401834534579116,56.191698732131215,34.27575141991487,47.161437526696
N000147,Eleanor Norton,166.0,2.0,19.0,1.2048192771084338,11.44578313253012,31.1800069324024,44.356548298261735,26.26663880677713,86.22166445064457
N000188,Donald Norcross,180.0,3.0,11.0,1.6666666666666667,6.111111111111111,32.499640115792296,29.495798096473848,30.20482714785768,42.38552021969914
N000189,Dan Newhouse,164.0,0.0,29.0,0.0,17.682926829268293,28.613247652723473,63.84588640233244,17.376426176168696,99.51962645785136
N000190,Ralph Norman,150.0,6.0,1.0,4.0,0.6666666666666667,36.586489164124316,15.027941766894298,52.81845533427004,6.670348349810497
N000191,Joe Neguse,138.0,0.0,17.0,0.0,12.318840579710146,28.613247652723473,40.47035170337271,17.376426176168696,90.3234138020792
N000193,Zachary Nunn,,15.27,21.86,3.72,6.91,50.0,50.0,50.0,50.0
O000019,Jay Obernolte,165.0,0.0,12.0,0.0,7.2727272727272725,28.613247652723473,31.23040338222601,17.376426176168696,53.47413679836468
O000086,Burgess Owens,,15.27,21.86,3.72,6.91,50.0,50.0,50.0,50.0
O000172,Alexandria Ocasio-Cortez,84.0,0.0,11.0,0.0,13.095238095238097,28.613247652723473,29.495798096473848,17.376426176168696,93.14709452125456
O000173,Ilhan Omar,257.0,10.0,11.0,3.8910505836575875,4.280155642023346,42.27370068126419,29.495798096473848,51.72267919203972,26.36365517123767
O000174,Jon Ossoff,227.0,6.0,62.0,2.643171806167401,27.312775330396477,36.586489164124316,97.6817737961658,39.28393397835453,99.99995317036226
O000175,Andrew Ogles,304.0,28.0,1.0,9.210526315789473,0.3289473684210526,68.11025127028834,15.027941766894298,91.7202332636865,5.682663374218435
O000176,Johnny Olszewski,,15.27,21.86,3.72,6.91,50.0,50.0,50.0,50.0
O000177,Robert Onder,,15.27,21.86,3.72,6.91,50.0,50.0,50.0,50.0
P000034,Frank Pallone,675.0,77.0,37.0,11.407407407407408,5.481481481481482,98.87822885991096,77.37834188396742,97.38868982332566,36.56510835125759
P000048,August Pfluger,295.0,2.0,20.0,0.6779661016949152,6.779661016949152,31.1800069324024,46.32267884440836,22.118704444827035,48.750259014191194
P000145,Alex Padilla,,15.27,21.86,3.72,6.91,50.0,50.0,50.0,50.0
P000197,Nancy Pelosi,156.0,6.0,7.0,3.8461538461538463,4.487179487179487,36.586489164124316,23.041859944476556,51.27069675784753,28.014568543741937
P000595,Gary Peters,329.0,35.0,63.0,10.638297872340425,19.148936170212767,76.72009091291778,97.94087225614548,95.96852265142483,99.83697739491679
P000597,Chellie Pingree,202.0,4.0,14.0,1.9801980198019802,6.9306930693069315,33.84160303869421,34.82407507109054,33.020617217972024,50.198444860900096
P000603,Rand Paul,406.0,9.0,23.0,2.2167487684729066,5.665024630541872,40.831611500213924,52.25583969210729,35.21178778106608,38.23659054434436
P000605,Scott Perry,340.0,6.0,7.0,1.7647058823529411,2.0588235294117645,36.586489164124316,23.041859944476556,31.073743989620418,12.177726784760717
P000607,Mark Pocan,215.0,32.0,4.0,14.883720930232558,1.8604651162790697,73.19472836661927,18.771384182753586,99.7592235276305,11.240622825618951
P000608,Scott Peters,213.0,5.0,30.0,2.3474178403755865,14.084507042253522,35.204408592945136,65.68826921046826,36.44415438039336,95.77039155568431
P000609,Gary Palmer,98.0,1.0,2.0,1.0204081632653061,2.0408163265306123,29.88410532808442,16.216277000614294,24.77095554826802,12.090456359656915
P000610,Stacey Plaskett,114.0,2.0,11.0,1.7543859649122806,9.649122807017543,31.1800069324024,29.495798096473848,30.98176879542558,74.48732381735412
P000613,Jimmy Panetta,602.0,5.0,74.0,0.8305647840531563,12.29235880398671,35.204408592945136,99.51675456339095,23.28004377257406,90.21390059309942
P000614,Chris Pappas,239.0,0.0,37.0,0.0,15.481171548117153,28.613247652723473,77.37834188396742,17.376426176168696,98.03187800973716
P000617,Ayanna Pressley,197.0,19.0,1.0,9.644670050761421,0.5076142131979695,55.48575779151855,15.027941766894298,93.26899530101956,6.189787047057997
P000620,Brittany Pettersen,263.0,4.0,31.0,1.520912547528517,11.787072243346007,33.84160303869421,67.49409087242452,28.933615189974976,87.94763598146086
P000621,Nellie Pou,,15.27,21.86,3.72,6.91,50.0,50.0,50.0,50.0
Q000023,Mike Quigley,318.0,16.0,14.0,5.031446540880504,4.40251572327044,51.076895311127515,34.82407507109054,62.974323259236186,27.3333966047688
R000122,Jack Reed,,15.27,21.86,3.72,6.91,50.0,50.0,50.0,50.0
R000305,Deborah Ross,229.0,16.0,23.0,6.986899563318777,10.043668122270741,51.076895311127515,52.25583969210729,79.53070049272858,77.43608468302253
R000395,Harold Rogers,58.0,0.0,4.0,0.0,6.896551724137931,28.613247652723473,18.771384182753586,17.376426176168696,49.87103181502274
R000575,Mike Rogers,92.0,1.0,3.0,1.0869565217391304,3.260869565217391,29.88410532808442,17.464170428385355,25.30540394739293,19.019041565127143
R000579,Patrick Ryan,171.0,0.0,20.0,0.0,11.695906432748536,28.613247652723473,46.32267884440836,17.376426176168696,87.50224153716258
R000584,James Risch,349.0,1.0,18.0,0.28653295128939826,5.157593123209169,29.88410532808442,42.40421558190651,19.29608320144947,33.678566496827564
R000599,Raul Ruiz,151.0,2.0,6.0,1.3245033112582782,3.9735099337748347,31.1800069324024,21.561260880381887,27.261494508945468,24.012919537387862
R000600,Aumua Radewagen,,15.27,21.86,3.72,6.91,50.0,50.0,50.0,50.0
R000603,David Rouzer,227.0,0.0,16.0,0.0,7.048458149779736,28.613247652723473,38.55949306930117,17.376426176168696,51.32756282233245
R000605,Mike Rounds,246.0,0.0,10.0,0.0,4.0650406504065035,28.613247652723473,27.806964536365253,17.376426176168696,24.70240641359613
R000606,Jamie Raskin,558.0,37.0,35.0,6.630824372759856,6.272401433691756,78.91929961330307,74.28346291565632,76.8847506057561,43.909311800380756
R000608,Jacky Rosen,586.0,44.0,99.0,7.508532423208192,16.89419795221843,85.59956209980291,99.99354811028782,83.06406779114933,99.1803529650843
R000609,John Rutherford,147.0,1.0,18.0,0.6802721088435374,12.244897959183673,29.88410532808442,42.40421558190651,22.13600382271677,90.0153620190131
R000610,Guy Reschenthaler,156.0,3.0,3.0,1.9230769230769231,1.9230769230769231,32.499640115792296,17.464170428385355,32.49977456428489,11.530683120041962
R000612,John Rose,75.0,0.0,3.0,0.0,4.0,28.613247652723473,17.464170428385355,17.376426176168696,24.21137995643993
R000614,Chip Roy,694.0,10.0,23.0,1.440922190201729,3.314121037463977,42.27370068126419,52.25583969210729,28.246824554971155,19.368574900662654
R000617,Delia Ramirez,297.0,18.0,8.0,6.0606060606060606,2.6936026936026933,54.0209504010364,24.577639682883927,72.2760605824178,15.539708161667981
R000618,Pete Ricketts,686.0,2.0,37.0,0.2915451895043732,5.393586005830904,31.1800069324024,77.37834188396742,19.330776342102318,35.77339022761937
R000619,Michael Rulli,,15.27,21.86,3.72,6.91,50.0,50.0,50.0,50.0
R000620,Luz Rivas,,15.27,21.86,3.72,6.91,50.0,50.0,50.0,50.0
R000621,Emily Randall,,15.27,21.86,3.72,6.91,50.0,50.0,50.0,50.0
R000622,Josh Riley,,15.27,21.86,3.72,6.91,50.0,50.0,50.0,50.0
S000033,Bernard Sanders,766.0,32.0,26.0,4.177545691906006,3.3942558746736298,73.19472836661927,58.13932582946625,54.59921710517152,19.901890689167896
S000148,Charles Schumer,1964.0,221.0,151.0,11.25254582484725,7.688391038696538,99.99999999999861,99.99999999267291,97.14247514973404,57.421407252120545
S000168,Maria Salazar,292.0,17.0,14.0,5.821917808219178,4.794520547945205,52.550664137511106,34.82407507109054,70.2216917908697,30.55413035028294
S000185,Robert Scott,147.0,5.0,1.0,3.4013605442176873,0.6802721088435374,35.204408592945136,15.027941766894298,46.79339111822709,6.712760616989737
S000250,Pete Sessions,214.0,0.0,11.0,0.0,5.14018691588785,28.613247652723473,29.495798096473848,17.376426176168696,33.525949285203794
S000344,Brad Sherman,539.0,18.0,22.0,3.339517625231911,4.081632653061225,54.0209504010364,50.27717851067543,46.172795871665414,24.828515827427456
S000510,Adam Smith,317.0,24.0,5.0,7.570977917981073,1.5772870662460567,62.65974824425833,20.137370370957736,83.45914026898811,9.993848726591665
S000522,Christopher Smith,90.0,0.0,4.0,0.0,4.444444444444445,28.613247652723473,18.771384182753586,17.376426176168696,27.669712083014563
S000929,Victoria Spartz,68.0,5.0,5.0,7.352941176470589,7.352941176470589,35.204408592945136,20.137370370957736,82.05359224358156,54.239774874152126
S001145,Janice Schakowsky,219.0,15.0,8.0,6.8493150684931505,3.65296803652968,49.601654490376006,24.577639682883927,78.53035852980884,21.68310630319586
S001148,Michael Simpson,284.0,0.0,17.0,0.0,5.985915492957746,28.613247652723473,40.47035170337271,17.376426176168696,41.21041241862534
S001150,Adam Schiff,861.0,171.0,25.0,19.860627177700348,2.9036004645760745,99.99999957754643,56.191698732131215,99.99770832138407,16.775448886748084
S001156,Linda Sánchez,121.0,9.0,9.0,7.43801652892562,7.43801652892562,40.831611500213924,26.16673879380551,82.61071743663182,55.05009315961542
S001157,David Scott,21.0,0.0,3.0,0.0,14.285714285714285,28.613247652723473,17.464170428385355,17.376426176168696,96.18863294031352
S001159,Marilyn Strickland,155.0,16.0,16.0,10.32258064516129,10.32258064516129,51.076895311127515,38.55949306930117,95.22744395999466,79.39865330770076
S001172,Adrian Smith,268.0,4.0,33.0,1.4925373134328357,12.313432835820896,33.84160303869421,70.98181682257824,28.689091085165142,90.30112396617783
S001176,Steve Scalise,318.0,3.0,6.0,0.9433962264150944,1.8867924528301887,32.499640115792296,21.561260880381887,24.160078320570534,11.361947340301349
S001181,Jeanne Shaheen,798.0,33.0,82.0,4.135338345864661,10.275689223057643,74.39898923783343,99.858032454355,54.176584260645434,79.07596564830163
S001183,David Schweikert,1320.0,26.0,30.0,1.9696969696969695,2.272727272727273,65.42497248548318,65.68826921046826,32.92461534451618,13.248328041327529
S001184,Tim Scott,352.0,3.0,25.0,0.8522727272727272,7.1022727272727275,32.499640115792296,56.191698732131215,23.447959623182275,51.843231221277776
S001185,Terri Sewell,205.0,9.0,12.0,4.390243902439024,5.853658536585367,40.831611500213924,31.23040338222601,56.72013792960071,39.97755000427096
S001188,Marlin Stutzman,,15.27,21.86,3.72,6.91,50.0,50.0,50.0,50.0
S001189,Austin Scott,154.0,1.0,14.0,0.6493506493506493,9.090909090909092,29.88410532808442,34.82407507109054,21.904679336640736,69.99500973822678
S001190,Bradley Schneider,270.0,11.0,15.0,4.074074074074074,5.555555555555555,43.72622037741582,36.676009636889034,53.562301275432645,37.236819500991885
S001193,Eric Swalwell,158.0,29.0,4.0,18.354430379746837,2.5316455696202533,69.4191367185572,18.771384182753586,99.98903000649469,14.628761685105808
S001194,Brian Schatz,601.0,51.0,54.0,8.48585690515807,8.985024958402663,90.68119444365979,94.46480436599721,88.56084031915675,69.10412922814263
S001195,Jason Smith,325.0,7.0,10.0,2.1538461538461537,3.076923076923077,37.98620191116468,27.806964536365253,34.62393974128311,17.841749463146723
S001196,Elise Stefanik,35.0,0.0,1.0,0.0,2.857142857142857,28.613247652723473,15.027941766894298,17.376426176168696,16.496757577466543
S001198,Dan Sullivan,487.0,11.0,27.0,2.2587268993839835,5.544147843942506,43.72622037741582,60.06719892411739,35.606074720552115,37.133114029306526
S001199,Lloyd Smucker,247.0,0.0,23.0,0.0,9.31174089068826,28.613247652723473,52.25583969210729,17.376426176168696,71.81456281853075
S001200,Darren Soto,512.0,20.0,29.0,3.90625,5.6640625,56.94311238473351,63.84588640233244,51.8756468357642,38.2277681378265
S001201,Thomas Suozzi,,15.27,21.86,3.72,6.91,50.0,50.0,50.0,50.0
S001203,Tina Smith,424.0,50.0,39.0,11.79245283018868,9.19811320754717,90.04978453827317,80.2509858608777,97.92499321801732,70.88496457938881
S001205,Mary Scanlon,192.0,12.0,14.0,6.25,7.291666666666667,45.187246666463295,34.82407507109054,73.85523916379627,53.65503913906995
S001207,Mikie Sherrill,161.0,4.0,17.0,2.484472049689441,10.559006211180124,33.84160303869421,40.47035170337271,37.75194987787104,80.98014758940528
S001208,Elissa Slotkin,290.0,15.0,37.0,5.172413793103448,12.758620689655173,49.601654490376006,77.37834188396742,64.31051391099946,92.01258267745433
S001211,Greg Stanton,346.0,2.0,48.0,0.5780346820809248,13.872832369942195,31.1800069324024,90.27309296634101,21.376495452181693,95.2910893613063
S001212,Pete Stauber,248.0,8.0,16.0,3.225806451612903,6.451612903225806,39.401834534579116,38.55949306930117,45.0342388301711,45.61296612726002
S001213,Bryan Steil,204.0,0.0,11.0,0.0,5.392156862745098,28.613247652723473,29.495798096473848,17.376426176168696,35.760566584220015
S001214,W. Steube,381.0,11.0,22.0,2.8871391076115485,5.774278215223097,43.72622037741582,50.27717851067543,41.67095848623937,39.24227472255924
S001215,Haley Stevens,232.0,3.0,16.0,1.293103448275862,6.896551724137931,32.499640115792296,38.55949306930117,26.998688227453393,49.87103181502274
S001216,Kim Schrier,137.0,12.0,17.0,8.75912408759124,12.408759124087592,45.187246666463295,40.47035170337271,89.84033178729601,90.6885468159272
S001217,Rick Scott,840.0,43.0,54.0,5.119047619047619,6.428571428571428,84.74405230865469,94.46480436599721,63.80662982224736,45.3934048567701
S001218,Melanie Stansbury,292.0,23.0,19.0,7.876712328767123,6.506849315068493,61.25122191482267,44.356548298261735,85.30661802014929,46.139844831064536
S001220,Dale Strong,129.0,1.0,11.0,0.7751937984496124,8.527131782945736,29.88410532808442,29.495798096473848,22.854777501048893,65.12633884938373
S001221,Hillary Scholten,472.0,3.0,39.0,0.6355932203389831,8.26271186440678,32.499640115792296,80.2509858608777,21.802208055351258,62.74742180276092
S001223,Emilia Sykes,499.0,2.0,30.0,0.4008016032064128,6.012024048096192,31.1800069324024,65.68826921046826,20.09644121054479,41.454859310472344
S001224,Keith Self,337.0,19.0,6.0,5.637982195845697,1.7804154302670623,55.48575779151855,21.561260880381887,68.59273270721762,10.877422502290463
S001225,Eric Sorensen,79.0,0.0,8.0,0.0,10.126582278481013,28.613247652723473,24.577639682883927,17.376426176168696,78.03029851638503
S001226,Andrea Salinas,219.0,11.0,24.0,5.0228310502283104,10.95890410958904,43.72622037741582,54.228954263620565,62.89213018555208,83.47964620623665
S001227,Eric Schmitt,250.0,6.0,10.0,2.4,4.0,36.586489164124316,27.806964536365253,36.944134018176364,24.21137995643993
S001228,Derek Schmidt,,15.27,21.86,3.72,6.91,50.0,50.0,50.0,50.0
S001229,Jefferson Shreve,,15.27,21.86,3.72,6.91,50.0,50.0,50.0,50.0
S001230,Suhas Subramanyam,,15.27,21.86,3.72,6.91,50.0,50.0,50.0,50.0
S001231,Lateefah Simon,,15.27,21.86,3.72,6.91,50.0,50.0,50.0,50.0
S001232,Tim Sheehy,,15.27,21.86,3.72,6.91,50.0,50.0,50.0,50.0
T000165,Thomas Tiffany,516.0,24.0,24.0,4.651162790697675,4.651162790697675,62.65974824425833,54.228954263620565,59.295078555651884,29.356844234498432
T000193,Bennie Thompson,116.0,1.0,4.0,0.8620689655172413,3.4482758620689653,29.88410532808442,18.771384182753586,23.52395460137153,20.266348846830407
T000250,John Thune,1302.0,5.0,114.0,0.38402457757296465,8.755760368663594,35.204408592945136,99.99975926578126,19.97770004760742,67.13675031978265
T000278,Tommy Tuberville,918.0,19.0,33.0,2.0697167755991286,3.594771241830065,55.48575779151855,70.98181682257824,33.84349593804733,21.274584619107817
T000460,Mike Thompson,265.0,2.0,8.0,0.7547169811320755,3.018867924528302,31.1800069324024,24.577639682883927,22.698621448161767,17.479926711557503
T000463,Michael Turner,67.0,1.0,10.0,1.4925373134328357,14.925373134328357,29.88410532808442,27.806964536365253,28.689091085165142,97.29959989915812
T000467,Glenn Thompson,320.0,1.0,35.0,0.3125,10.9375,29.88410532808442,74.28346291565632,19.476230745801963,83.35150290269695
T000468,Dina Titus,320.0,13.0,20.0,4.0625,6.25,46.65482104063198,46.32267884440836,53.446150728925915,43.69708014615702
T000469,Paul Tonko,465.0,28.0,28.0,6.021505376344086,6.021505376344086,68.11025127028834,61.970825084634875,71.94431990758035,41.54371276597876
T000472,Mark Takano,127.0,6.0,8.0,4.724409448818897,6.299212598425196,36.586489164124316,24.577639682883927,60.01126713090048,44.16355119519049
T000474,Norma Torres,139.0,4.0,9.0,2.877697841726619,6.474820143884892,33.84160303869421,26.16673879380551,41.57794828968319,45.83424245176212
T000476,Thomas Tillis,,15.27,21.86,3.72,6.91,50.0,50.0,50.0,50.0
T000478,Claudia Tenney,581.0,14.0,22.0,2.4096385542168677,3.7865748709122204,48.12695827714766,50.27717851067543,37.0360254595033,22.637948793789647
T000480,William Timmons,130.0,1.0,8.0,0.7692307692307693,6.153846153846154,29.88410532808442,24.577639682883927,22.80924131370324,42.788249673629636
T000481,Rashida Tlaib,491.0,10.0,6.0,2.0366598778004072,1.2219959266802443,42.27370068126419,21.561260880381887,33.53870319374295,8.57642874125979
T000482,Lori Trahan,273.0,13.0,16.0,4.761904761904762,5.86080586080586,46.65482104063198,38.55949306930117,60.37660470142774,40.0439324406723
T000486,Ritchie Torres,76.0,4.0,2.0,5.263157894736842,2.631578947368421,33.84160303869421,16.216277000614294,65.16157495700458,15.18651972940912
