,Name,Chamber,bioguide_id,State,District,Party,A: num_bills_with_cross_party_cosponsors,norm_A,B: num_cross_party_cosponsored_bills,norm_B,C: outcome_bipartisanship,norm_C,D: outcome_bipartisanship_pct,norm_D,E: attack_personal,norm_E,F: attack_personal_pct,norm_F,G: Vote for Cosponsored Bill,norm_G,H: Vote for Other Party,norm_H,M: 2025 Cook PVI Number,norm_M,N: nominate_dim1,norm_N,score_T,score_S,norm_S,Grade
1165,Susie Lee,House,L000590,Nevada,3,Democratic,5.0,79.97,39.0,96.97,69.0,99.98804817870794,25.74626865671642,99.99975557313496,5.0,61.79114221889526,1.8656716417910448,64.70252310735899,6.0,70.75199055457321,10.0,99.86176357927651,1.0,8.37753182204899,-0.234,31.719552256367418,690.6504895601249,742.7594980696513,99.80553610747826,A
1168,Steven Horsford,House,H001066,Nevada,4,Democratic,2.0,41.52,19.0,70.17,11.0,33.63970503661473,7.6923076923076925,60.28357378582365,4.0,64.39232862901818,2.797202797202797,54.45518371853395,6.0,70.75199055457321,8.0,98.83389295237525,2.0,10.326622060723977,-0.326,24.82522304535706,528.0379112779024,567.0473431175097,91.23035027079084,A
1172,Chris Pappas,House,P000614,New Hampshire,1,Democratic,3.0,55.46,42.0,98.12,37.0,92.1295822456385,15.481171548117151,98.2980582657735,0.0,74.04805385774985,0.0,81.8280569744659,6.0,70.75199055457321,10.0,99.86176357927651,2.0,10.326622060723977,-0.237,31.482404610250292,652.693461209306,703.1931477068907,99.44897813830964,A
1175,Maggie Goodlander,House,G000604,New Hampshire,2,Democratic,2.61,50.01,12.0,52.3,16.98,50.0,6.6,50.0,8.46,52.44714353797881,3.19,50.0,6.0,70.75199055457321,9.0,99.5736213518434,2.0,10.326622060723977,0.01,52.65764643003651,523.4794604725253,542.667833188851,87.3382460349595,A
1176,Donald Norcross,House,N000188,New Jersey,1,Democratic,3.0,55.46,24.0,80.67,11.0,33.63970503661473,6.111111111111111,45.35568492670511,3.0,66.92818611510303,1.6666666666666667,66.78550898520385,2.0,16.05237260234553,3.0,67.5992579029909,10.0,37.16503994366705,-0.42,18.70313987454412,449.2419475500216,493.6461179646773,76.27375450988625,B
1182,Jefferson Van Drew,House,V000133,New Jersey,2,Republican,8.0,97.09,22.0,76.77,8.0,26.29814210764768,4.41988950276243,30.14227991624082,4.0,64.39232862901818,2.209944751381215,60.99612421226471,7.0,82.4013525403751,0.0,26.42050798688046,5.0,18.081048527850513,-0.147,38.88865598727696,497.1443313232432,515.7998595416717,81.81351772807618,B
1186,Herbert Conaway,House,C001136,New Jersey,3,Democratic,1.0,28.58,10.0,46.93,16.98,50.0,6.6,50.0,8.46,52.44714353797881,3.19,50.0,2.0,16.05237260234553,4.0,79.35613124048218,5.0,18.081048527850513,0.01,52.65764643003651,380.1226167240422,397.00381337932055,44.9300155217665,B
1187,Christopher H. Smith,House,S000522,New Jersey,4,Republican,4.0,68.75,5.0,33.95,4.0,17.965866916478536,4.444444444444445,30.346786593454127,0.0,74.04805385774985,0.0,81.8280569744659,7.0,82.4013525403751,0.0,26.42050798688046,14.0,55.58086160444547,0.18,67.16393567181147,408.87591351465056,445.3324468536252,61.55898924181707,B
1209,Josh Gottheimer,House,G000583,New Jersey,5,Democratic,9.0,98.77,56.0,99.87,53.0,99.45170769646674,19.13357400722021,99.86110671270832,7.0,56.43742275034882,2.527075812274368,57.490158450874105,3.0,27.16957829049509,7.0,97.1661732421208,2.0,10.326622060723977,-0.16,37.78580772883966,675.5613421058608,730.0659704683253,99.72512489385886,A
1213,Frank Pallone,House,P000034,New Jersey,6,Democratic,2.61,50.01,11.14,49.99,37.0,92.1295822456385,5.481481481481482,39.47540113640448,77.0,0.00015392084034004938,11.407407407407408,0.9612434208177589,2.0,16.05237260234553,3.0,67.5992579029909,5.0,18.081048527850513,-0.402,19.79715610569904,367.57205839675856,377.8565873321991,38.42403464303226,C
1231,Thomas H. Kean,House,K000398,New Jersey,7,Republican,2.61,50.01,11.14,49.99,25.0,71.44336769331821,7.78816199376947,61.16303727115958,0.0,74.04805385774985,0.0,81.8280569744659,7.0,82.4013525403751,0.0,26.42050798688046,0.0,6.718673885956637,0.193,68.20123078309275,429.5344457017603,469.421123320288,69.28457952339555,B
1232,Robert Menendez,House,M001226,New Jersey,8,Democratic,0.0,17.96,10.0,46.93,9.0,28.652703859175904,4.205607476635514,28.384594544419823,4.0,64.39232862901818,1.8691588785046729,64.665603812401,1.0,8.426801580033171,2.0,53.7526008847401,15.0,60.15302407259926,-0.487,14.96867624470412,291.8972561342158,311.6404165710782,19.169651234822226,C
1233,Nellie Pou,House,P000621,New Jersey,9,Democratic,0.0,17.96,7.0,39.01,16.98,50.0,6.6,50.0,8.46,52.44714353797881,3.19,50.0,2.0,16.05237260234553,3.0,67.5992579029909,2.0,10.326622060723977,0.01,52.65764643003651,327.4411156225925,339.4436155173244,26.458867796525166,C
1234,LaMonica McIver,House,M001229,New Jersey,10,Democratic,1.0,28.58,12.0,52.3,16.98,50.0,6.6,50.0,8.46,52.44714353797881,3.19,50.0,1.0,8.426801580033171,1.0,39.43050374901458,27.0,95.16250692017434,0.01,52.65764643003651,298.0928721771869,334.3085717218133,25.014560147587204,C
1235,Mikie Sherrill,House,S001207,New Jersey,11,Democratic,8.0,97.09,21.0,74.66,17.0,50.05634776098249,10.559006211180124,82.76374309498334,4.0,64.39232862901818,2.484472049689441,57.965271237564096,2.0,16.05237260234553,4.0,79.35613124048218,5.0,18.081048527850513,-0.233,31.798769216907253,571.2274608777203,590.6380174176965,94.07086177451853,A
1238,Bonnie Watson Coleman,House,W000822,New Jersey,12,Democratic,1.0,28.58,13.0,54.97,16.0,47.24116139220843,4.86322188449848,33.92519638024974,29.0,8.768131579265726,8.814589665653495,5.452837743500128,1.0,8.426801580033171,1.0,39.43050374901458,13.0,50.933113219618,-0.597,9.988235144619672,247.16739985646632,260.99078807247963,9.455018718630924,F
1243,Melanie A. Stansbury,House,S001218,New Mexico,1,Democratic,0.0,17.96,13.0,54.97,19.0,55.67188160600707,6.506849315068493,49.113157858853434,23.0,17.325525617191296,7.876712328767123,9.0897975696008,1.0,8.426801580033171,2.0,53.7526008847401,7.0,24.877091667755064,-0.454,16.741157441474353,272.4554323457282,281.51394075591304,12.833098435045631,F
1245,Gabe Vasquez,House,V000136,New Mexico,2,Democratic,6.0,88.33,22.0,76.77,23.0,66.46331429870023,7.491856677524431,58.42794313015318,2.0,69.38862973503694,0.6514657980456027,76.5230433633054,4.0,41.17378192710424,8.0,98.83389295237525,0.0,6.718673885956637,-0.301,26.616787234350625,627.6930601629558,640.2639114500868,97.68916123164972,A
1246,Teresa Leger Fernandez,House,L000273,New Mexico,3,Democratic,2.0,41.52,12.0,52.3,12.0,36.25335371477062,6.0,44.30668688448128,20.0,23.13272822195749,10.0,2.617945945426803,1.0,8.426801580033171,2.0,53.7526008847401,3.0,12.585644586546668,-0.348,23.303481600036264,304.45159811821804,311.83070883336484,19.214950847184216,C
1248,Nick LaLota,House,L000598,New York,1,Republican,9.0,98.77,11.0,49.61,23.0,66.46331429870023,12.921348314606742,93.43090732986464,1.0,71.76457921234285,0.5617977528089888,77.30037563533918,7.0,82.4013525403751,0.0,26.42050798688046,4.0,15.168351001563051,0.253,72.7963926119768,536.9235232995669,592.8413563425478,94.29419308592338,A
1249,Andrew R. Garbarino,House,G000597,New York,2,Republican,6.0,88.33,20.0,72.46,24.0,68.99690820975735,11.707317073170731,88.85646358824451,1.0,71.76457921234285,0.4878048780487805,77.93073891349694,7.0,82.4013525403751,0.0,26.42050798688046,6.0,21.321321511132506,0.244,72.12862005121549,538.1940991075935,597.5326427429412,94.74761671391684,A
1251,Thomas R. Suozzi,House,S001201,New York,3,Democratic,4.0,68.75,53.0,99.76,16.98,50.0,6.6,50.0,8.46,52.44714353797881,3.19,50.0,6.0,70.75199055457321,10.0,99.86176357927651,0.0,6.718673885956637,-0.222,32.6755905882382,608.9821459512957,654.17428023217,98.27715649846789,A
1255,Laura Gillen,House,G000602,New York,4,Democratic,2.0,41.52,22.0,76.77,16.98,50.0,6.6,50.0,8.46,52.44714353797881,3.19,50.0,6.0,70.75199055457321,10.0,99.86176357927651,2.0,10.326622060723977,0.01,52.65764643003651,531.5457449273914,551.029790892131,88.78988840823432,A
1256,Gregory W. Meeks,House,M001137,New York,5,Democratic,4.0,68.75,11.0,49.61,4.0,17.965866916478536,4.651162790697675,32.09240943860373,6.0,59.13559933815149,6.976744186046512,14.03285273173147,1.0,8.426801580033171,1.0,39.43050374901458,24.0,90.48921902024226,-0.415,19.003216314567744,336.11116411772247,369.71919744145475,35.74408351420338,C
1270,Grace Meng,House,M001188,New York,6,Democratic,4.0,68.75,21.0,74.66,11.0,33.63970503661473,7.482993197278912,58.34542306522897,0.0,74.04805385774985,0.0,81.8280569744659,1.0,8.426801580033171,3.0,67.5992579029909,6.0,21.321321511132506,-0.371,21.769543758573317,479.7481429464351,495.19895644204814,76.68995794022688,B
1276,Nydia M. Velázquez,House,V000081,New York,7,Democratic,3.0,55.46,13.0,54.97,21.0,61.17558422860356,10.096153846153848,79.79733910288182,6.0,59.13559933815149,2.8846153846153846,53.46658988372395,1.0,8.426801580033171,1.0,39.43050374901458,25.0,92.319572386473,-0.546,12.122420036189514,380.0637461371473,417.45471484573085,52.028518687527104,B
1292,Hakeem S. Jeffries,House,J000294,New York,8,Democratic,2.61,50.01,1.0,24.72,3.0,16.175070264986598,2.054794520547945,13.901075393604179,4.0,64.39232862901818,2.73972602739726,55.10375634496951,1.0,8.426801580033171,1.0,39.43050374901458,24.0,90.48921902024226,-0.486,15.02047677960469,286.91192385176157,315.0291367137062,19.9861127382867,C
1298,Yvette D. Clarke,House,C001067,New York,9,Democratic,2.61,50.01,20.0,72.46,4.0,17.965866916478536,3.278688524590164,21.398337543738283,25.0,14.022470141353915,20.49180327868853,4.126477435306697e-05,1.0,8.426801580033171,1.0,39.43050374901458,22.0,85.90416025092011,-0.607,9.604104495195154,286.5518732237334,312.54390832821366,19.385311926952014,C
1307,Daniel S. Goldman,House,G000599,New York,10,Democratic,1.0,28.58,20.0,72.46,18.0,52.87125345168633,5.7324840764331215,41.79876022265123,27.0,11.17561953253019,8.598726114649681,6.166476846228752,1.0,8.426801580033171,3.0,67.5992579029909,32.0,98.76356296437211,-0.427,18.287989016953205,329.3592799700361,364.89963540261886,34.18840528337696,C
1308,Nicole Malliotakis,House,M000317,New York,11,Republican,17.0,100.0,21.0,74.66,18.0,52.87125345168633,7.860262008733625,61.82083064342414,3.0,66.92818611510303,1.310043668122271,70.38825183016432,7.0,82.4013525403751,0.0,26.42050798688046,10.0,37.16503994366705,0.339,78.75002703715383,535.9831695877872,605.8577175450442,95.48142507450102,A
1310,Jerrold Nadler,House,N000002,New York,12,Democratic,0.0,17.96,14.0,57.63,24.0,68.99690820975735,8.053691275167784,63.56829387577001,16.0,32.325328825878344,5.369127516778524,26.735440847417678,1.0,8.426801580033171,1.0,39.43050374901458,33.0,99.092571905933,-0.507,13.957689821043973,276.7568663742905,306.1128593042938,17.88247876623504,C
1326,Adriano Espaillat,House,E000297,New York,13,Democratic,3.0,55.46,11.0,49.61,33.0,87.10473442523168,3.5908596300326447,23.632564287704515,8.0,53.70893109952266,0.8705114254624592,74.56370702995815,1.0,8.426801580033171,1.0,39.43050374901458,32.0,98.76356296437211,-0.542,12.302440305134343,367.4276922823878,405.976288929352,48.037831916798886,B
1330,Alexandria Ocasio-Cortez,House,O000172,New York,14,Democratic,2.0,41.52,6.0,36.45,11.0,33.63970503661473,13.095238095238097,93.94503794632874,0.0,74.04805385774985,0.0,81.8280569744659,1.0,8.426801580033171,1.0,39.43050374901458,19.0,76.58188276085369,-0.312,25.82050985282722,348.5977281233292,379.79448400601075,39.071059979836356,C
1333,Ritchie Torres,House,T000486,New York,15,Democratic,4.0,68.75,19.0,70.17,2.0,14.504832801059974,2.631578947368421,17.178953148979055,4.0,64.39232862901818,5.263157894736842,27.73797314613251,5.0,56.41653394054272,7.0,97.1661732421208,27.0,95.16250692017434,-0.321,25.178317925458458,520.4336759532621,576.5112715187892,92.47244169234396,A
1335,George Latimer,House,L000606,New York,16,Democratic,1.0,28.58,16.0,62.82,16.98,50.0,6.6,50.0,8.46,52.44714353797881,3.19,50.0,3.0,27.16957829049509,4.0,79.35613124048218,18.0,72.84683167559905,0.01,52.65764643003651,407.1845881953394,447.5673863909785,62.301295363283494,B
1336,Michael Lawler,House,L000599,New York,17,Republican,12.0,99.95,64.0,99.98,65.0,99.96521180092606,13.078470824949695,93.89687753809689,14.0,37.42227937765902,2.8169014084507045,54.23262057835512,7.0,82.4013525403751,0.0,26.42050798688046,0.0,6.718673885956637,0.186,67.64439486590774,577.9214040329734,631.4183833716341,97.233585932867,A
1337,Patrick Ryan,House,R000579,New York,18,Democratic,1.0,28.58,27.0,85.72,20.0,58.444448001122886,11.695906432748536,88.80469203110755,0.0,74.04805385774985,0.0,81.8280569744659,3.0,27.16957829049509,7.0,97.1661732421208,2.0,10.326622060723977,-0.235,31.640418967275295,515.9706970385041,529.4616959357967,84.78816999496746,A
1339,Josh Riley,House,R000622,New York,19,Democratic,3.0,55.46,23.0,78.77,16.98,50.0,6.6,50.0,8.46,52.44714353797881,3.19,50.0,3.0,27.16957829049509,7.0,97.1661732421208,1.0,8.37753182204899,0.01,52.65764643003651,512.4502028987632,530.2354815793848,84.9463873578505,A
1340,Paul Tonko,House,T000469,New York,20,Democratic,4.0,68.75,29.0,88.55,28.0,78.17887609522671,6.021505376344086,44.50943089582029,28.0,9.9185432410553,6.021505376344086,20.99206262523691,1.0,8.426801580033171,1.0,39.43050374901458,8.0,28.726124630611704,-0.414,19.063584792438636,390.17552342375876,405.10282622480526,47.73445695720239,B
1348,Elise M. Stefanik,House,S001196,New York,21,Republican,1.0,28.58,0.0,22.64,1.0,12.954785072442082,2.857142857142857,18.585273202860936,0.0,74.04805385774985,0.0,81.8280569744659,6.0,70.75199055457321,0.0,26.42050798688046,10.0,37.16503994366705,0.305,76.49210685711651,297.1765021754657,319.58690712905104,21.116631988910513,C
1353,John Mannion,House,M001231,New York,22,Democratic,0.0,17.96,7.0,39.01,16.98,50.0,6.6,50.0,8.46,52.44714353797881,3.19,50.0,4.0,41.17378192710424,7.0,97.1661732421208,4.0,15.168351001563051,0.01,52.65764643003651,411.7011973545519,428.7856336663488,55.94822991322663,B
1354,Nicholas A. Langworthy,House,L000600,New York,23,Republican,12.0,99.95,5.0,33.95,32.0,85.55947033957374,12.648221343873518,92.55586972723422,3.0,66.92818611510303,1.185770750988142,71.60020372890442,7.0,82.4013525403751,0.0,26.42050798688046,10.0,37.16503994366705,0.417,83.42535243181015,527.4931111857034,569.1005630859388,91.51203886297989,A
1355,Claudia Tenney,House,T000478,New York,24,Republican,13.0,99.99,17.0,65.34,22.0,63.85253062129688,3.786574870912221,25.0963179186934,14.0,37.42227937765902,2.409638554216868,58.796963121619925,7.0,82.4013525403751,0.0,26.42050798688046,11.0,41.66284574152677,0.461,85.7440130391174,493.23094888603174,534.9261542807074,85.88197676542481,A
1358,Joseph D. Morelle,House,M001206,New York,25,Democratic,7.0,93.86,35.0,94.6,30.0,82.10807318700654,8.746355685131196,69.57643267504844,8.0,53.70893109952266,2.332361516034985,59.65168075586409,4.0,41.17378192710424,6.0,93.86426109559211,10.0,37.16503994366705,-0.338,23.98868244363776,643.7940223581747,675.4425380953415,98.92789860764525,A
1362,Timothy M. Kennedy,House,K000402,New York,26,Democratic,2.0,41.52,21.0,74.66,16.98,50.0,6.6,50.0,8.46,52.44714353797881,3.19,50.0,2.0,16.05237260234553,4.0,79.35613124048218,11.0,41.66284574152677,-0.353,22.964999716479063,433.7413521978991,456.7926862613663,65.3147963052621,B
1363,Donald G. Davis,House,D000230,North Carolina,1,Democratic,8.0,97.09,109.0,100.0,22.0,63.85253062129688,6.508875739644971,49.132447381493805,0.0,74.04805385774985,0.0,81.8280569744659,6.0,70.75199055457321,10.0,99.86176357927651,0.0,6.718673885956637,-0.273,28.69823113158565,699.1071299200812,749.5275603243272,99.83904997124868,A
1364,Deborah K. Ross,House,R000305,North Carolina,2,Democratic,0.0,17.96,29.0,88.55,23.0,66.46331429870023,10.04366812227074,79.44267850318116,16.0,32.325328825878344,6.986899563318777,13.968453316428153,2.0,16.05237260234553,3.0,67.5992579029909,17.0,68.83674261864982,-0.4,19.921054778198666,371.89957315042903,401.20424423173,46.38223058574107,B
1366,Gregory F. Murphy,House,M001210,North Carolina,3,Republican,7.0,93.86,7.0,39.01,24.0,68.99690820975735,5.393258426966292,38.66713987453379,18.0,27.5403355317169,4.044943820224719,40.37804849276273,7.0,82.4013525403751,0.0,26.42050798688046,10.0,37.16503994366705,0.485,86.91160168214094,449.84420540930614,486.1110234715465,74.19737113791027,B
1369,Valerie P. Foushee,House,F000477,North Carolina,4,Democratic,1.0,28.58,12.0,52.3,11.0,33.63970503661473,7.482993197278912,58.34542306522897,8.0,53.70893109952266,5.442176870748299,26.055158368477105,1.0,8.426801580033171,1.0,39.43050374901458,23.0,88.35618780133323,-0.52,13.326026290250537,282.7174370639305,309.58102202737587,18.683600265394762,C
1370,Virginia Foxx,House,F000450,North Carolina,5,Republican,2.0,41.52,1.0,24.72,7.0,24.046665099887093,3.723404255319149,24.618684040638207,2.0,69.38862973503694,1.0638297872340423,72.76584493491112,7.0,82.4013525403751,0.0,26.42050798688046,9.0,32.83606432818852,0.624,92.38008133243851,338.49130652436713,365.240956053456,34.297736410055165,C
1380,Addison McDowell,House,M001240,North Carolina,6,Republican,0.0,17.96,0.0,22.64,16.98,50.0,6.6,50.0,8.46,52.44714353797881,3.19,50.0,7.0,82.4013525403751,0.0,26.42050798688046,9.0,32.83606432818852,0.01,52.65764643003651,295.08510517066867,312.5437822337666,19.3852817257883,C
1381,David Rouzer,House,R000603,North Carolina,7,Republican,5.0,79.97,2.0,26.9,16.0,47.24116139220843,7.048458149779736,54.261764197340455,0.0,74.04805385774985,0.0,81.8280569744659,7.0,82.4013525403751,0.0,26.42050798688046,7.0,24.877091667755064,0.566,90.35797846523693,450.84194280591873,482.4261624244117,73.14868918178527,B
1386,Mark Harris,House,H001102,North Carolina,8,Republican,0.0,17.96,0.0,22.64,16.98,50.0,6.6,50.0,8.46,52.44714353797881,3.19,50.0,7.0,82.4013525403751,0.0,26.42050798688046,10.0,37.16503994366705,0.01,52.65764643003651,295.08943414628413,313.82580229754217,19.69382169994252,C
1387,Richard Hudson,House,H001067,North Carolina,9,Republican,5.0,79.97,4.0,31.52,21.0,61.17558422860356,6.306306306306306,47.20594369278652,10.0,48.212236828817936,3.003003003003003,52.124379877144754,7.0,82.4013525403751,0.0,26.42050798688046,8.0,28.726124630611704,0.523,88.62197294325746,431.13447793891464,462.6232947041455,67.17197574963558,B
1393,Pat Harrigan,House,H001101,North Carolina,10,Republican,1.0,28.58,1.0,24.72,16.98,50.0,6.6,50.0,8.46,52.44714353797881,3.19,50.0,7.0,82.4013525403751,0.0,26.42050798688046,9.0,32.83606432818852,0.01,52.65764643003651,318.40510517066866,337.24350741127415,25.83490062467756,C
1394,Chuck Edwards,House,E000246,North Carolina,11,Republican,4.0,68.75,6.0,36.45,12.0,36.25335371477062,6.896551724137931,52.821201041691545,1.0,71.76457921234285,0.5747126436781609,77.18931905910604,7.0,82.4013525403751,0.0,26.42050798688046,5.0,18.081048527850513,0.372,80.8153256061963,428.26508373942255,475.97944442515126,71.26391029129296,B
1395,Alma S. Adams,House,A000370,North Carolina,12,Democratic,0.0,17.96,9.0,44.26,1.0,12.954785072442082,2.631578947368421,17.178953148979055,1.0,71.76457921234285,2.631578947368421,56.32027172093241,1.0,8.426801580033171,1.0,39.43050374901458,24.0,90.48921902024226,-0.463,16.244851726560526,246.67571530029403,271.0008133388755,11.01042807682589,F
1401,Brad Knott,House,K000405,North Carolina,13,Republican,2.61,50.01,0.0,22.64,16.98,50.0,6.6,50.0,8.46,52.44714353797881,3.19,50.0,7.0,82.4013525403751,0.0,26.42050798688046,8.0,28.726124630611704,0.01,52.65764643003651,359.18099523097106,378.95568619055365,38.79061881869193,C
1402,Tim Moore,House,M001236,North Carolina,14,Republican,1.0,28.58,1.0,24.72,16.98,50.0,6.6,50.0,8.46,52.44714353797881,3.19,50.0,6.0,70.75199055457321,0.0,26.42050798688046,8.0,28.726124630611704,0.01,52.65764643003651,306.75163324516916,323.6398284150437,22.152709511555805,C
1403,Julie Fedorchak,House,F000482,North Dakota,At Large,Republican,0.0,17.96,0.0,22.64,16.98,50.0,6.6,50.0,8.46,52.44714353797881,3.19,50.0,7.0,82.4013525403751,0.0,26.42050798688046,18.0,72.84683167559905,0.01,52.65764643003651,295.12511593801605,324.39434258583816,22.348750281755,C
1404,Greg Landsman,House,L000601,Ohio,1,Democratic,2.0,41.52,31.0,90.95,59.0,99.84989075565878,12.526539278131636,92.1384873029513,11.0,45.47009028662653,2.335456475583864,59.61753471393466,5.0,56.41653394054272,10.0,99.86176357927651,3.0,12.585644586546668,-0.209,33.72427268482495,578.6975104096103,625.525811316301,96.89033773917456,A
1405,David Taylor,House,T000490,Ohio,2,Republican,0.0,17.96,1.0,24.72,16.98,50.0,6.6,50.0,8.46,52.44714353797881,3.19,50.0,7.0,82.4013525403751,0.0,26.42050798688046,24.0,90.48921902024226,0.01,52.65764643003651,297.2227583253607,331.9437390606933,24.363759182801953,C
1406,Joyce Beatty,House,B001281,Ohio,3,Democratic,1.0,28.58,11.0,49.61,3.0,16.175070264986598,2.054794520547945,13.901075393604179,9.0,50.96287062308824,6.164383561643835,19.838534331544178,2.0,16.05237260234553,2.0,53.7526008847401,21.0,83.12368300934754,-0.435,17.820633700150296,280.8583836782968,306.7069041222628,18.01814261096977,C
1412,Jim Jordan,House,J000289,Ohio,4,Republican,1.0,28.58,0.0,22.64,1.0,12.954785072442082,0.4629629629629629,7.150321529999813,11.0,45.47009028662653,5.092592592592593,29.389231622299505,7.0,82.4013525403751,0.0,26.42050798688046,18.0,72.84683167559905,0.716,94.90336807310081,262.64488128553216,294.2406706635754,15.306896139194382,F
1421,Robert E. Latta,House,L000566,Ohio,5,Republican,2.0,41.52,2.0,26.9,8.0,26.29814210764768,5.970149253731343,44.02551409013078,0.0,74.04805385774985,0.0,81.8280569744659,7.0,82.4013525403751,0.0,26.42050798688046,14.0,55.58086160444547,0.508,87.96689199602399,358.3818163367356,394.0638537376138,43.917491507528425,B
1430,Michael A. Rulli,House,R000619,Ohio,6,Republican,0.0,17.96,5.0,33.95,16.98,50.0,6.6,50.0,8.46,52.44714353797881,3.19,50.0,7.0,82.4013525403751,0.0,26.42050798688046,16.0,64.58979055379397,0.394,82.12136203856282,306.44159075469855,338.8172893275359,26.280459471381544,C
1431,Max L. Miller,House,M001222,Ohio,7,Republican,2.0,41.52,3.0,29.17,9.0,28.652703859175904,9.278350515463918,73.86615411480096,1.0,71.76457921234285,1.0309278350515465,73.07623533218202,7.0,82.4013525403751,0.0,26.42050798688046,5.0,18.081048527850513,0.388,81.77084521607614,371.1911712445228,393.07900472960955,43.579163203288594,B
1432,Warren Davidson,House,D000626,Ohio,8,Republican,1.0,28.58,2.0,26.9,17.0,50.05634776098249,2.8192371475953566,18.344078720990055,24.0,15.616505557887805,3.9800995024875614,41.09509064375598,7.0,82.4013525403751,0.0,26.42050798688046,12.0,46.2726462499299,0.658,93.40519401225541,281.95135509920027,308.16585092592345,18.354059347737028,C
1437,Marcy Kaptur,House,K000009,Ohio,9,Democratic,2.0,41.52,12.0,52.3,52.0,99.330386352069,10.1364522417154,80.06714480825478,20.0,23.13272822195749,3.898635477582846,42.000118428704546,5.0,56.41653394054272,9.0,99.5736213518434,0.0,6.718673885956637,-0.347,23.371508893921515,513.1873699780554,522.6322901501749,83.3440127462137,B
1458,Michael R. Turner,House,T000463,Ohio,10,Republican,1.0,28.58,7.0,39.01,10.0,31.10282499482684,14.925373134328357,97.65367271121059,1.0,71.76457921234285,1.4925373134328357,68.5667811041859,6.0,70.75199055457321,0.0,26.42050798688046,3.0,12.585644586546668,0.267,73.81908263932067,354.35643072552347,371.89536814134317,36.454545994155154,C
1469,Shontel M. Brown,House,B001313,Ohio,11,Democratic,0.0,17.96,9.0,44.26,20.0,58.444448001122886,7.272727272727272,56.37782214402193,23.0,17.325525617191296,8.363636363636363,7.024477055416889,1.0,8.426801580033171,1.0,39.43050374901458,28.0,96.22798201865997,-0.458,16.519383037040946,237.158433160476,261.93856610113704,9.594949076950865,F
1471,Troy Balderson,House,B001306,Ohio,12,Republican,3.0,55.46,6.0,36.45,5.0,19.87637653978264,5.813953488372093,42.55948781536318,0.0,74.04805385774985,0.0,81.8280569744659,7.0,82.4013525403751,0.0,26.42050798688046,16.0,64.58979055379397,0.459,85.64362954885996,391.875767713145,433.9677730124441,57.72396168309592,B
1475,Emilia Strong Sykes,House,S001223,Ohio,13,Democratic,3.0,55.46,12.0,52.3,30.0,82.10807318700654,6.012024048096192,44.42002673444304,2.0,69.38862973503694,0.4008016032064128,78.65895226732407,4.0,41.17378192710424,8.0,98.83389295237525,0.0,6.718673885956637,-0.332,24.405019448627534,539.3683299773703,577.0525080415589,92.53919779459781,A
1476,David P. Joyce,House,J000295,Ohio,14,Republican,7.0,93.86,9.0,44.26,54.0,99.55308725921738,25.352112676056336,99.99961873756757,0.0,74.04805385774985,0.0,81.8280569744659,7.0,82.4013525403751,0.0,26.42050798688046,9.0,32.83606432818852,0.251,72.64868873118647,545.0059373373301,611.8337092393233,95.95547476156074,A
1482,Mike Carey,House,C001126,Ohio,15,Republican,6.0,88.33,10.0,46.93,8.0,26.29814210764768,16.3265306122449,98.98664960492806,0.0,74.04805385774985,0.0,81.8280569744659,7.0,82.4013525403751,0.0,26.42050798688046,4.0,15.168351001563051,0.407,82.8661436871443,499.469421209377,527.740101117464,84.43220412065475,A
1484,Kevin Hern,House,H001082,Oklahoma,1,Republican,2.0,41.52,0.0,22.64,8.0,26.29814210764768,3.187250996015936,20.767969584429906,10.0,48.212236828817936,3.98406374501992,41.051166322592536,7.0,82.4013525403751,0.0,26.42050798688046,11.0,41.66284574152677,0.683,94.08821763575291,309.1758328904395,336.6018794495173,25.654376883395415,C
1488,Josh Brecheen,House,B001317,Oklahoma,2,Republican,0.0,17.96,1.0,24.72,1.0,12.954785072442082,0.4807692307692308,7.2085013639756,3.0,66.92818611510303,1.4423076923076923,69.07290929560315,6.0,70.75199055457321,0.0,26.42050798688046,28.0,96.22798201865997,0.829,97.03974131155807,262.45994530457045,300.45045880045774,16.621770151642306,C
1489,Frank D. Lucas,House,L000491,Oklahoma,3,Republican,5.0,79.97,1.0,24.72,1.0,12.954785072442082,2.702702702702702,17.614864047892876,0.0,74.04805385774985,0.0,81.8280569744659,7.0,82.4013525403751,0.0,26.42050798688046,23.0,88.35618780133323,0.361,80.14095283627445,413.2536751546308,466.3264661311767,68.33020715763381,B
1505,Tom Cole,House,C001053,Oklahoma,4,Republican,0.0,17.96,3.0,29.17,0.0,11.52343183605839,0.0,5.76075667999282,0.0,74.04805385774985,0.0,81.8280569744659,7.0,82.4013525403751,0.0,26.42050798688046,17.0,68.83674261864982,0.323,77.70363073868019,287.02020674625754,317.9289989241767,20.701129761301186,C
1516,Stephanie I. Bice,House,B000740,Oklahoma,5,Republican,4.0,68.75,5.0,33.95,21.0,61.17558422860356,7.6923076923076925,60.28357378582365,1.0,71.76457921234285,0.3663003663003663,78.94380227193454,7.0,82.4013525403751,0.0,26.42050798688046,9.0,32.83606432818852,0.412,83.14723925331622,442.85054794744315,475.802917259443,71.21143224124748,B
